Name,Date,Review,Rating
ВладимирМВ,2024-02-14T10:53:54+03:00,"Добрый день. Не компетентные сотрудники. Не смогли помочь с бронированием квартиры в Целепорте. Многие не в курсе как это сделать и постоянно кормят обещаниями. Пол месяца не мог забронировать квартиру, потом решил обратиться к другим...
Достоинства: Достоинства: Много проектов ЖК
Недостатки: Недостатки: Не компетентные, не коммуникабельные, обещания по телефону не выполняют, нельзя довериться",1
Gimoba,2023-10-31T15:26:44+03:00,"ГП Самолет Пригород Лесное. По ДДУ срок сдачи объекта 31.05.23 по настоящее время сроки сдачи переносятся уже на 5 месяцев и это не предел, позвонив сегодня сново перенос на 2 недели и так из месяца...
Достоинства: Достоинства: нет
Недостатки: Недостатки: Одни минусы",1
Andrey777773,2023-06-16T09:14:41+03:00,"Была куплена квартира в ЖК Остафьево и в течении 2-х месяцев, что они дают на устранение недостатков, никто не соизволил, что-нибудь сделать. Только врут и переводят стрелки друг на друга. Это мы решим через суд...
Достоинства: Достоинства: Есть с чем сравнивать и пока ниже среднего впечатления
Недостатки: Недостатки: Управляющая компания",1
Алексей КМ,2023-04-15T18:38:44+03:00,"Просто не сдают кладовые не объясняя причины, не на какие запросы, звонки и походы в офис не реагируют, от слова совсем, по информации и фотографиям жильцов, там все затопило и видимо ждут лета, когда все...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Все описал выше",1
Аноним4447795,2023-03-27T13:31:42+03:00,"Застройщик после пандемии на дрожжах в виде поддержки бедных строителей государством не только задрал цены, так еще и начал задерживать выдачу ключей, при этом ВСЕ ОПЕРАТОРЫ ВРУТ!! По ДДУ ЖК Самолет срок передачи ключей до...
Достоинства: Достоинства: их нет вообще с таким сервисом
Недостатки: Недостатки: хамство, пофигизм, мошенничество, задержка сроков строительства и передачи ключей",1
Милашка 2517,2023-01-20T17:17:53+03:00,"Хотели купить квартиру в ЖК Люберцы готовую, не по ДДУ, сказали можно только через бронь и 10000 залог, внесли залог, менеджер в договоренное время не явился, попросили вернуть залог так как по его вине мы...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Плохое отношение",1
kristi180,2022-12-30T09:51:44+03:00,"Хочу сказать, что компания Самолёт это большие мошенники, завтра будет ГОД просрочки выдачи ключей !!! Ни на какие звонки не реагируют, оставляю обращения - никто не перезванивает, просто полный игнор! Я никогда не встречала такой...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Врут, не дают ключи, не общаются с клиентом и многое другое",1
ЯАИ,2022-09-02T00:22:09+03:00,"Приобрели квартиру в ЖК Остафьево, задержка 1 очереди было на 3-6 месяцев, в зависимости от дома, а во 2 очереди уже на 10 месяцев и ещё не понятно когда передадут. Проблема в так называемом ремонте...
Достоинства: Достоинства: Разнообразие в планировках.
Недостатки: Недостатки: Недобросовесный застройщик.",1
ryabov25,2022-08-07T21:20:48+03:00,"Пожалуй только 1 плюс это строят быстро, но он же оказался минусом, так как быстро не бывает хорошо. Купили студию с отделкой. Качество отделки на 1 из 10. Не советую никому покупать у данного застройщика...
Достоинства: Достоинства: Их почти нет
Недостатки: Недостатки: Качество отделки на нуле",1
Tanusik13,2022-08-05T17:45:45+03:00,"Купила у них квартиру, наконец, ключи получила и началось : 1. Задержка сдачи 7 месяцев. Выплаты за задержку не ведутся. А если ведутся, то через суд и то неизвестно выплатят ли ( по новым законам...
Достоинства: Достоинства: Все же построили
Недостатки: Недостатки: Задержка сроков строительства , сервис , отделка , отношение к клиентам",1
Lub2222,2022-07-08T16:36:37+03:00,"в 2021г приобрели 2х комн. кв в Люберцах, с отделкой от застройщика, качество ремонта - отвратительное: кривые дверные косяки, щели между ламинатом, стены волнами, обои с зазорами, сквозняки в каждой оконной раме, обращения к застройщику...
Достоинства: Достоинства: Явных плюсов нет.
Недостатки: Недостатки: К плохому качеству отделки + отсутствие парковочных мест ( учитывая количество квартир в ж.к)",2
Аноним1554079,2021-12-21T21:58:03+03:00,"Решили у них купить квартиру в Москве. Выбрали на сайте подходящие варианты и позвонили... и тут началось. Во первых, не понравилось, что позвонив туда, чтобы узнать свободна ли квартира, вам вежливо говорят, что перезвонят в...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Не ценят потенциальных покупателей, футболили от специалиста к специалисту, а результата за два дня ноль.",1
e1985,2023-08-04T12:05:36+03:00,"Отвратительное гарантийное обслуживание: из-за некачественного монтажа и отсутствия реакции застройщика на замечания, указанные в листе осмотра при приемке, в результате втягивания полотна натяжного потолка, о котором было заявлено при приемке, натяжной потолок порвался торчащими из...
Достоинства: Достоинства: в целом неплохой ремонт
Недостатки: Недостатки: постпродажное отношение к покупателям",2
Alibaba801,2023-07-21T19:18:09+03:00,"Приобрели квартиру в ЖК ""Томилино Папрк"", корпус 4.3 секция 6. Срок сдачи до 30.06.2023г. Сегодня 21.07.2023. Деньги с эскроу счета списали. Уведомления по поводу переноса сроков сдачи нет. Квартиру не сдали. Отдел заселения- все время...
Достоинства: Достоинства: ""Соловьиные"" песни менеджеров отдела продаж.
Недостатки: Недостатки: Описаны ниже.",1
Люберцы 61,2023-07-09T11:55:26+03:00,"Купила кладовку в Люберцах. Срок выдачи ключей 30.03.2023 по ДДУ. Сегодня 09.07.2023 ключи не выдали, на звонки никакой информации не дают. Дом заселен, в подвале вода, рабочих в подвале нет, воду не откачивают, ремонта после...
Достоинства: Достоинства: нет
Недостатки: Недостатки: все. позор!",1
Katjenok87,2022-12-09T19:20:14+03:00,"Сервис в самолёте заканчивается с подписанием договора. Кроме колл центра больше никаких контактов. Все прячутся, получить обратную связь практически нереально. ЖК Томилино парк корпус 18, секция 4. Весь дом заселён кроме нашего подъезда. Нам не...
Достоинства: Достоинства: Сам ЖК неплохой
Недостатки: Недостатки: Сервис отсутствует от слова совсем. Все врут",1
hehactbe,2022-07-07T13:19:24+03:00,"Отвратительный застройщик! Когда ему нужно получить деньги, впарит что угодно! А потом будет посылать и игнорировать! Просрочки по проектам больше полугода (даже не в связи с короной, а значительно позже), а когда объявили об отсутствии...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Недобросовестность, просрочка, игнорирование, отвратительное качество, ложь, кидалово",1
Алексей-Алексеев,2022-05-09T06:58:05+03:00,"НЕ ЗВОНИТЕ В Самолёт!!! Я позвонил всего один раз, узнать стоимость квартир, для сравнения, и теперь они звонят мне в день по 2-3 раза с разных номеров!!! как КОЛЛЕКТОРЫ(((и всё пытаются навязать жильё в разных...
Достоинства: Достоинства: Я не искал.
Недостатки: Недостатки: Ужасно навязчивый персонал.",1
Dashuta11,2021-11-15T17:14:15+03:00,"На данный момент дольщики 3 очереди строительства ЖК Пригород Лесное вот уже 5-ый месяц ждут свои квартиры и ключи. Крайний срок передачи объекта 30.06.2021, хотя в отделе продаж уверяли, что сдают все раньше и к...
Достоинства: Достоинства: Были бюджетные цены, теперь и этого нет
Недостатки: Недостатки: Задержка передачи квартиры на полгода, работа отдела продаж и отдела заселения",2
Аноним4174701,2023-06-21T23:13:35+03:00,"Оплатил бронь за квартиру, перезвонили и сообщили, что это не квартира, а апартаменты, нигде на сайте этой инф. не было и нет по-прежнему. Возврат залога пообещали в течение 30 (!) дней. Везде возвраты до 3х...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Неверная инф. на сайте, нагло пользуются населением",1
GGadj,2023-06-15T13:37:43+03:00,"Был договор о продаже своей квартиры и с этих денег покупка у жк самолет. Была устная договоренность с менеджером, что если не успею продать свою квартиру в течение 3х месяцев бронь продлят. Как и было...
Достоинства: Достоинства: Нет плюсов
Недостатки: Недостатки: Компания обманщиков и кидал",1
Аноним5368664,2023-05-21T17:18:25+03:00,"Квартиры отделывают рукожопые строители. Натяжные потолки рваные, ломинат лестницей, дверные коробки кривые, стены кривые, трубы текут. и. т. д Будете принимать квартиры, будьте внимательны, по гарантии ни кто ничего не сделает. На ламинат меняют со...
Достоинства: Достоинства: Не куда идти,можно жить. Только за эту кривую отделку выплачены наши деньги.
Недостатки: Недостатки: Всё плохо.",1
Elina 1992,2022-12-01T11:01:42+03:00,"Никогда не обращайтесь ! Деньги спишут ! И квартиру свою не получите ! Списали деньги полгода назад и до сих пор не получила...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Обманщики",1
Kupibiletmudaki,2022-10-30T10:31:29+03:00,"Решил приобрести кладовое помещение в м. р. Путилково, пообщался с менеджером, все устроило... После оплаты аванса за бронь, технические характеристики кладовки оказались другими (как мне было сказано: пришла новая информация), но для меня эти изменения...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Дают не достоверную информацию. Динамят...",1
Dariya Hajlova,2022-07-19T05:29:17+03:00,"Купили квартиру в жк Остафьево. Сделка прошла легко и без всяких заморочек, онлайн. Притензий к менеджеру продаж нет. Он знает свое дело и шикарно работает. Но вот работа самой компании Самолет оставляет делать лучшего у...
Достоинства: Достоинства: Красивое здание, шикарный двор
Недостатки: Недостатки: задержка сррков более чем на полгода и ожидается еще больше.",1
сталкер федя,2022-06-21T21:04:39+03:00,"ЖК ""Молжаниново"" застройщик Самолёт Девелопмент, строят объект на болоте. ЖК будет окружён с одной стороны жд дорогой, с другой ленинградским шоссе, болотом и частным сектором. Место живописное, московская прописка. Над ЖК летают самолеты. Рядом г...
Достоинства: Достоинства: московская прописка
Недостатки: Недостатки: болото, вонь, далеко от Москвы, хрущевки",2
bartmen1192,2022-04-01T12:10:23+03:00,"Все номера не действительны!! +7 (499) 356-32-51, +7 (495) 967-13-13, +7 (916) 161-12-74. 2 городских номера не существуют, 3 номер мобильный это частный номер человека который отношение не имеет к компании Самолет. Когда в поиске...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: В тексте всё указал",1
Аноним4205235,2021-08-31T10:07:50+03:00,"Очень разочаровал застройщик Самолёт!!! 1. Отдел продаж вешает лапшу на уши, по срокам сдачи…купила квартиру в квартале Некрасовка и мне называли сроки март, апрель, что точно передача ключей будет досрочная)) смело при покупке добавляйте +...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Враньё и отсутствие клиентоориентированности",1
Леон666,2023-04-10T11:31:24+03:00,"При покупке квартиры в жк люберцы обещано много и ничего по факту невыполнено. на сайте дом заселен, а ключи не выдают, только обещают, сроки отодвигают регулярно. за задержку ключей, компенсации не будет ссылаются на мораторий...
Достоинства: Достоинства: При покупке доброжелательные и обходительные.много обещают. Единственный плюс это метро в пешей доступности
Недостатки: Недостатки: Сроки нарушены ,ключи невылают.выплаты за нарушение небудет.территория не обустроена хотя на сайте указано ,что дом заселен!!.кругом мусор строительный и бытовой.по телефону говорят ,что вам позвонят и неделают этого.",1
Тит Пулеон,2023-03-27T18:04:06+03:00,"У них есть проект в МО, называется ""Пятницкие Луга"" возле п. Юрлово и д. Фёдоровка, г. о. Химки. Покупатели квартир и инвесторы должны знать о том что пятницкое шоссе в сторону Москвы не едет вообще...
Достоинства: Достоинства: используют гастарбайтеров
Недостатки: Недостатки: Уничтожают природу",1
Pride7777,2023-03-21T10:35:09+03:00,"Выставили счет 9500 за месяц за однушку. На запросы о перерасчете никто ответить не может, все стрелки переводят друг на друга. Звонят через день напоминают об оплате. Ужас а не...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Один большой минус",1
Борис555777,2023-03-18T10:47:26+03:00,"Ужасное отношение к покупателю. Единственное место, где к тебе относятся по-человечески это отдел продаж. Отдел заселения. это вообще самое ужасное место этой компании. Сотрудники вообще не знают свою работу, хамят, не знают, что головной офис...
Достоинства: Достоинства: Плюсов нет
Недостатки: Недостатки: Один большой минус. Не советую обращаться в эту компанию. После того как вы отдали деньги за покупку, с этого момента вы никому не нужны",1
Полет77,2023-01-27T18:09:34+03:00,"Квартира не получена к сроку. Сотрудники Самолета врут, сама компания просрочив выполнение своих обязательств даже не удосуживается сказать извините и сроки сдачи...
Достоинства: Достоинства: Пока не увидела
Недостатки: Недостатки: Описала ниже",1
am1970,2022-08-11T23:22:17+03:00,"При выдаче ключей от моей квартиры в ЖК Остафьево, менеджер Князе*а Ека*** смогла полностью испортить мое впечатление о компании Самолёт! Мало того, что она используя ложные предлоги, навязывала нам дополнительные услуги. Она позволяла себе грубо...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Хамство и не профессионализм",1
shihuandi2006,2022-07-04T15:10:46+03:00,"Получила я свою долгожданную двушку в Большом Путилково Просторная 9. Просрочили сдачу на пол года. Не смотря на то, что покупала без отделки, но и это нормально передать не смогли. Пробита балконная дверь. Пол года...
Достоинства: Достоинства: Для меня их уже нет
Недостатки: Недостатки: Нет обратной связи. Не устраняют недостатки",1
сталкер федя,2022-06-13T20:31:49+03:00,"Застройщик ""Самолет Девелопмент"". При покупке квартиры от застройщика соблазнили проекты дальнейшего развития микрорайона, менеджеры в офисе продаж в Химках, на Тепличном проезде просто соловьём заливались, но на деле построили пять многоэтажных домов, на склоне, всего...
Достоинства: Достоинства: не знаю, встаю в 5.00 приезжаю в 22.00, просто ночую
Недостатки: Недостатки: нет инфраструктуры, школы, сада, нормального транспорта",2
Aleksandramvchan,2022-05-25T17:35:26+03:00,"Приобретала квартиру у застройщика ""Самолет"", офис продаж красивый, презентация о ЖК замечательная, менеджеры и сотрудники приветливые, но как только вы подписываете контракт, то отношение резко меняется: документы швыряют, на звонки не отвечают, игнорируют сообщения, негативное...
Достоинства: Достоинства: Красивый офис
Недостатки: Недостатки: Отношение к клиентам после сделки",1
sergeysmir777,2021-10-17T09:37:39+03:00,"Добрый день, хочу поделиться, как на самом деле обстоят дела с жк Горки парк в Коробово. В пруд все местное население сливает мочу, вонь стоит вокруг, особенно весной и самое главное пробки последний год по...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Транспортная доступность",1
tasha1908,2023-01-18T17:51:41+03:00,"Купили квартиру в начале мая 2022г за наличку однушку. Стройку задерживают на год, на все мои попытки выйти на ответственных людей, либо того, кто ответит на вопросы, просто не возможно. Берут номер, говорят ""перезвонит вам...
Достоинства: Достоинства: Возможно купить квартиру дистанционно
Недостатки: Недостатки: Задержка стройки Не перезванивают и не выходят на связь",1
Аноним4858106,2022-08-23T21:07:05+03:00,"Сегодня, 23 августа, Пригород Лесное был оставлен с 14-00 и до 21-00 ( возможно, и до утра, сейчас 21-00) без электричества, горячей и холодной воды. Плиты у нас не газовые, а электрические. Это значит, что...
Достоинства: Достоинства: Жильё здесь дешевле чем в других районах МО
Недостатки: Недостатки: Вечные пробки, страшные пробки на въезд в Пригород, звукоизоляции в квартирах нет совсем",1
Аноним4765985,2022-07-01T10:05:44+03:00,"Компания не клиентоориентированная, на запросы и жалобы абсолютно не реагирует и не отвечает. Постоянно обманывает по срокам сдачи, по материалам. Ужасное качество отделки. Переделывать ничего не хотят. В квартире в Остафьево, которая должна быть сдана...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Во всем",2
999SRR999,2022-04-14T13:20:55+03:00,"Господи, продавать 1 комнатную квартиру а рекламировать ее как будто это двушка вы серьезно??? А двушку вы считаете трешкой???!!! Интересно с какого времени Кухня стала комнатой?! Судя вашей логики студия это однокомнатная квартира а что...
Достоинства: Достоинства: Никаких
Недостатки: Недостатки: Цены,и «гении маркетинга»",1
Iritta,2021-12-20T19:47:51+03:00,"Добрый день! 19.11.2021 у меня прошла сделка по квартире в Пригороде Лесное. Мой менеджер по сделке был Великанов Даниил Сергеевич. Хочу оставить отзыв о его работе. На мой взгляд, менеджер застройщика должен сопровождать клиента на...
Достоинства: Достоинства: Цена
Недостатки: Недостатки: Сопровождение сделки из рук вон плохо. Никаких советов, пояснений, помощи, минимум информации.",2
447788ooaa,2021-03-10T19:37:02+03:00,"Добрый день. Всем кто планирует приобрести недвижимость у застройщика ""САМОЛЕТ"" ЖК Остафьево будьте внимательны!!!!! Я не советую. Приобрели квартиру в январе 2019 года и до сих пор ключи не получили. Сегодня 10 марта 2021 года...
Достоинства: Достоинства: Новый район, должны быть сады и школы, экология, планировалась экономия по цене, но 2,5 года на съёмной квартире и ипотека все перечеркнули
Недостатки: Недостатки: Отношение застройщика к дольщикам, пока не развита инфраструктура, нет поликлиники, нет бассейна и спортивной школы для детей",2
p4wl,2020-12-23T09:39:16+03:00,"1. Проблемы с водоснабжением, снимаю квартиру в доме, построенном самолетом, время от времени случаются течи в стояке, разумеется, для устранения этих течей стояк перекрывают. 2 Самолет вообще не думает о парковках, дома строятся вообще без...
Достоинства: Достоинства: Пока не вижу
Недостатки: Недостатки: Полно",1
Tatami-t,2022-05-24T10:40:28+03:00,"Никому не рекомендую связываться с ГК Самолёт. ЖК Остафьево, вторая очередь- задержка выдачи ключей на пол года. И квартиры ещё в бетоне в некоторых секциях. А где и сделана отделка, хуже некуда. И прогресса не...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Задержка выдачи ключей, отделка отвратительного качества",1
Nattie0308,2021-05-24T22:27:25+03:00,"Самый ужасный застройщик, с которым приходилось сталкиваться! Моя бабушка купила квартиру в Девяткино, Воронцовский бульвар, квартире нет ещё и года, а она вся сыпется! И не надо говорить, что дом ""усаживается"", дело в кривых руках...
Достоинства: Достоинства: Их нет.
Недостатки: Недостатки: Вся компания-один сплошной минус",1
Batlex,2020-07-06T09:49:11+03:00,"Я приобрёл квартиру в ЖК Томилино Парк по адресу ул. Крымская 12/11. На этапе заключения сделки сотрудники ГК Самолёт очень активные - отдел продаж на хорошем уровне. Но когда возникают вопросы после заключения сделки, тут...
Достоинства: Достоинства: Приемлемые цены.
Недостатки: Недостатки: Отвратительное качество отделки, применение самых дешёвых материалов, отвратительное отношение к клиентам после заключения сделки.",1
Romanova Yuliya,2022-04-12T10:51:32+03:00,"Группа Самолёт безобразно относится к жителям, которые уже приобрели недвижимость. Решение элементарного вопроса по заявке не решается уже больше месяца. Нагло берут заявку в работу и через минуту заявка закрыта без решения проблемы. Комментарии по...
Достоинства: Достоинства: нет
Недостатки: Недостатки: УК отказывается решать проблемы жителей",1
Kristebra,2022-01-19T16:03:45+03:00,"Никому не рекомендую данного застройщика! Со сдачей квартир большие задержки! Купила квартиру в 2020 году со сроком сдачи октябрь 2023 г. В итоге прошел год, обнаружились какие-то проблемы с проектом, внесли изменения, разослали всем дополнительное...
Достоинства: Достоинства: Красивый внешний вид домов
Недостатки: Недостатки: Не соблюдение сроков сдачи, Несоблюдение сроков выплаты неустойки",1
All truth,2021-12-07T23:18:26+03:00,"Цена указанная в объявлении не соответствует действительности, в процессе ""продажи"" увеличивается, вы ни когда не будете знать точной стоимости квартиры, потом сюрприз будет). При этом стоимость оказывается значительно выше рыночной и весь смысл экономии на...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Отсутствие достоверной информации для покупателя",1
Moonzet,2021-11-27T10:03:05+03:00,"Менеджеры безбожно врут, только бы втюхать вам кв. 1. Обещали, что в стомость квартиры включен умный дом с одним набором функций, по факту будет полоумный дом, если хотите остальные функции - покупайте, велкам. Обещали машиноместа...
Достоинства: Достоинства: их нет
Недостатки: Недостатки: говорят неправду, обещают одно, по факту другое",1
Vikysichka2010,2021-10-24T20:08:11+03:00,"Хочу рассказать о застройщике «Самолёт». Купили квартиру в ЖК «Люберцы». Ключи дали с задержкой на 10 дней, но это цветочки. При осмотре квартиры, были обнаружены замечания: кривые стены (очень кривые, видно не вооруженным глазом), отсутствует...
Достоинства: Достоинства: Отсутствуют
Недостатки: Недостатки: Отделка не качественная, исправлять строительные недостатки не собираются.",1
dolchik-ostafevo,2021-04-20T22:11:47+03:00,"ЖК Остафьево Срок получения ключей по договору ДДУ 30 ноября 2020 г. На дворе 20 апреля 2021 и все никак, кормят нас завтраками, обедами и даже ужинами. Ничего сказать не могут или не хотят по...
Достоинства: Достоинства: Крупный застройщик, но плюс ли это в той ситуации, с которой мы столкнулись‍♀️
Недостатки: Недостатки: Не соблюдают условия договора и указанных сроков",1
ВероНикаАлекс,2021-04-02T10:06:22+03:00,"КОМПАНИЯ ИСПОРТИЛАСЬ ДО УРОВНЯ СУ-155. УЖЕ ПОЖАЛЕЛА ЧТО СВЯЗАЛАСЬ С САМОЛЁТОМ!!! КАК БЫ ИХ НЕ ЖДАЛА ТАКАЯ ЖЕ УЧЕСТЬ... Купила квартиру у Самолёта в ""Томилино Парк"" в 2019г. по ДДУ. По плановым срокам сдача корпуса...
Достоинства: Достоинства: дома монолит с кирпичом и хорошие планировки, в отличии ПИК
Недостатки: Недостатки: дальше отдела продаж нет работы с участниками. затягивание сроков сдачи. вовремя не сдают инфраструктуру.",1
Дмитрий копысов,2019-10-27T08:56:26+03:00,"Купили квартиру, ремонт сделан так, что опасно жить. Уродливый ремонт сотрудники компании назвали вполне приемлемым и замечания принимать отказались. Затем прислали односторонний акт, но при этом кьючи отдавать не хотят, требуют подписать акт в котором...
Достоинства: Достоинства: Река рядом, липовая рощя рядом.
Недостатки: Недостатки: Вообще негде парковать машину, машиноместо стоит дорого+ подвалы заливает грунтовыми водами, снаружи дома еще ничего, но внутри никакого класса комфорт, это голимый эконом,",1
Irencho7,2022-02-21T13:35:27+03:00,"Покупаешь готовую квартиру, чтоб заселяться, и обещают выдавать ключи на днях прям, проходит больше месяца и ты даже ключи не получили, и отдел заселения даже и не париться об этом, кормит обещаниями мол ждите. Знали...
Достоинства: Достоинства: Только любезный менеджер.
Недостатки: Недостатки: Честно пожалели уже,увидев двор,где нет мест для парковки вообще,и платных тоже нет",2
Witcher26,2021-10-15T14:43:25+03:00,"Ждем квартиру в 3-й очереди ЖК ""Пригорода Лесное"" уже который месяц? после даты окончания срока в ДДУ. При покупке менеджеры ссали в уши, что дома будут сданы в раньше срока в феврале-марте 2021 года. Ввод...
Достоинства: Достоинства: нет
Недостатки: Недостатки: Зря потраченные деньги и нервы. Устанете платить за аренду жилья",1
Бублик1,2021-09-23T21:43:00+03:00,"Уважаемая компания, вы, пожалуйста, отправьте на обучение своих сотрудников как необходимо общаться/разговаривать/ переписываться с людьми. Ваши сотрудники как никак лицо Вашей компании. Вы не делаете одолжение когда сотрудничаете с той или иной компанией. Вы не...
Достоинства: Достоинства: Хамство перекрывает ваши плюсы
Недостатки: Недостатки: Невоспитанные сотрудники",1
VadimVlad1980,2021-09-10T08:15:27+03:00,"Добрый день, Отправляли в данную ""организацию"" коммерческое предложение курьерской доставкой с Владивостока. Отказались брать со словами, что они ""не ждали от этого отправителя письма"". Другие компании спокойно получили корреспонденцию. Не рекомендую с ними...
Достоинства: Достоинства: не знаю есть ли они вообще
Недостатки: Недостатки: отсутствие деловой этики, заносчивость и гиперважность",1
Kristin2552,2021-02-01T12:30:22+03:00,"[цензура] и обманщики. Купили квартиру в ЖК Остафьево, по ДДУ ключи должны были быть переданы с апреля по ноябрь 2020 года. Сейчас февраль 2021 - ключами и не пахло, кормят завтраками. До сих пор не...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Обман по ДДУ Наплевательское отношение к дольщикам Подкупают телевидение, чтобы не портили им рекламу Лжецы и подлецы",1
asanova17021988,2022-04-12T15:58:47+03:00,"Внимание покупателям недвижимость в ЖК Остафьево!!! В 300 м от ЖК строится бетонный завод. В офисе продаж это не озвучивают. не приобретайте там квартиру, ваши дети будут дышать этой...
Достоинства: Достоинства: плюсов нет, портят воздух.
Недостатки: Недостатки: одни минусы, транспорта нет, еще и воздух начали портить. Не рекомендую!!!!",1
Ледокол ШААГДАЛ,2021-07-07T14:52:42+03:00,"Мало того, что под видом квартир и по цене за элитное жильё продают апартаменты без прописки, так ещё такие назойливые - как голодные собаки!!! И блокируешь и отказываешься с ними далее говорить - настойчиво названивают...
Достоинства: Достоинства: Агрессивная реклама
Недостатки: Недостатки: Реклама не соответствует реалиям",1
oleg ryazantsev,2021-07-07T12:25:49+03:00,"По отключению электроэнергии в ПВЗ Озон была оформлена заявка №318108. Долго припирались с аварийной диспетчерской службой, и только после оплаты 500рублей, пришёл электрик и в своём распределительном шкафу включил автомат защиты. ЖЛОБЫ!!! Оформили заявку, как...
Достоинства: Достоинства: Звоня в аварийную службу, будьте готовы что ваш номер просто заблокируют.
Недостатки: Недостатки: Из-за безответственного отношения аварийных служб пострадали клиенты и репутация ПВЗ Озон.",1
Илья24021985,2020-07-24T16:29:35+03:00,"Пытаюсь с ними судиться. Из меня пострадавшего делают виновного! Два года пользовались моими деньгами, после разрыва дду, Прочили сдачу на 9 месяцев от обещанной первоначально и на 4 от даты указанной в ДДУ. вернули только...
Достоинства: Достоинства: нет
Недостатки: Недостатки: Постоянно врут. Чувствуют себя неприкасаемыми. Нарушают сроки передачи ключей. Экономят на всём за счёт покупателей!",1
