Name,Date,Review,Rating
Staaas77,2025-02-07T16:33:25+03:00,"Приобрел квартиру в пригород лесное. Сдали квартиру со скрытым дефектом, все затопило плесень пошла. Начал обращаться в компанию триумф. Создаеться в приложений заявка, они ее принимают и через некоторое время отклоняют. Вобщем мучалься билься плюнул...
Достоинства: Достоинства: От слова вообще нет их
Недостатки: Недостатки: Много очень много",1
Dera4ka,2025-02-03T15:57:16+03:00,"Год назад я решила выкупить у Самолета 17 кладовых помещений в Тропарево парк. Казалось, что могло пойти не так?!!!! 2 месяца я трясла менеджера и офис продаж, что бы получить договоры и квитки на оплату...
Достоинства: Достоинства: Нет таких
Недостатки: Недостатки: Невозможно ничего купить, тотальный игнор клиентов, документы не оформляют",1
presidium,2025-01-28T21:58:55+03:00,"Слышите, никогда не берите квартиру у этих *, вы пожалеете, очень горько и очень сильно пожалеете, вы будете обмануты всегда и везде. Вы разочаруетесь во всем, даже в правительстве, потому что оно делает все возможное...
Достоинства: Достоинства: Их говорят при покупке
Недостатки: Недостатки: Задержки, качество, персонал",1
Dmitry16300,2025-01-20T11:39:48+03:00,"Мало того что все сроки сдачи квартиры были нарушены, так еще деньги невозможно вернуть из мкб банка, оплатили этим мошенникам 50 тр, за расторжение, и все равно под любым предлогом не возвращают средства с эскроу...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Сроки , невозможность забрать средства",1
ttipteva,2024-12-26T08:01:07+03:00,"Абсолютная некомпетентность и несогласованность отдела продаж, юридического отдела, отдела сопровождения компании Самолет, квартал Строгино. Самолет заключает договор с партнером ИП и от его лица продает квартиры. Для совершения сделки в электронном виде у этого ИП...
Достоинства: Достоинства: Удобный офис, это и только:(
Недостатки: Недостатки: Купить квартиру невозможно",1
Tara-just,2024-11-30T12:37:09+03:00,"Интересный объект, много зелени и цветов. Изначально так звучал мой отзыв, когда покупала квартиру в ЖК « Квартал Румянцево» от Самолёт. На днях заглянула в личный кабинет посмотреть как продвигается стройка и была в полном...
Достоинства: Достоинства: Рядом нет многоэтажных домов
Недостатки: Недостатки: Изменение проекта в последний момент. Удешевили ремонт, качество исполнения ремонта стоит делать лучшего.",2
0987654321 o,2024-11-16T11:24:41+03:00,"Ужасная компания, во время не выдаёт ключи, хотя статусы в личном кабинете стоит заселен, в квартирах которые не сданы живут...
Достоинства: Достоинства: Ужасная компания
Недостатки: Недостатки: Ужасная компания",1
Аноним6303869,2024-10-14T11:20:43+03:00,"За два месяца подписали только кредитный договор, без договора купли-продажи. Очень долго всё тянули. Не могли согласовать быстро ничего. Всё неделями. С фотографом оценщика согласовывали дату неделю. Готовили ДКП 3 недели. Выводили на сделку неделю...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Деньги списали Ипотека без квартиры Нервы Мошенники",1
79198425453mail,2024-09-18T14:27:47+03:00,"Сайт создан для намеренного ввода покупателей в заблуждение 1. На сайте опубликованные цены, не актуальны 2. Скидку в отделе продаж Вам не сделают и не мечтайте 3. Сроки сдачи на сайте не верные 4. Инфраструктура...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Во всем",1
Svetlana-1841969,2024-07-02T12:29:27+03:00,"Кто ещё думает о покупке недвижимости у ГК Самолёт, хочу предупредить о невыполнении договоренностей, а именно срока заселения. купила студию в ЖК Тропарёво Парк. Ввод жилья и выдача ключей планировалась на июнь, вчера сообщили о...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Обман, введение в заблуждение, отказ уплачивать неустойку",1
Anastasia-Star,2024-04-10T14:06:31+03:00,"Первое, чем хочется поделиться это плохое качество жилья. МежКвартирные перегородки сделаны из пеноблоков, которые обеспечивают плохую звукоизоляцию. Ощущение, что живёшь в коробке и сверху вечно что-то падает, стучит и т. д. Второе, спроектировано мало парковочных...
Достоинства: Достоинства: Благоустройство во дворе и подъездах. Через заявку УК быстро поменяют лампочку в подъезде или продезинфицируют от насекомых.
Недостатки: Недостатки: Слышимость, парковки, транспортная доступность, дорожная доступность.",3
Zlaya-,2024-01-31T17:56:24+03:00,"Изначально, нам показали выставочный образец и сказали нам, что абсолютно такая же квартира только без балкона, но с кладовкой! Конечно сами виноваты что поверили на слово и не посмотрели документы и план квартиры, ну ладно!...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Их очень много",1
MariaV22,2023-12-11T21:48:24+03:00,"Самый не клиентоориентированный, жадный застройщик. С отвратительным бизнес процессом, и не обученными сотрудниками. Хотя за враньё сотрудникам можно выдать золотую медальку. 1. Обман в акции приведи друга ( к моменту исполнения обязательств ) в переводе...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Одни минусы",1
galinasvmow,2023-12-05T11:46:55+03:00,"В апреле 2023г. заключила договор долевого участия на апартаменты бизнес-класса в ЖК Тропарево Парк. Срок передачи объекта по договору 30.07.23. Позже я узнала, что мой корпус вообще в марте должны были сдать. Менеджер по продажам...
Достоинства: Достоинства: ноль
Недостатки: Недостатки: все минусы упомянуты выше в отзыве - застройщик деньги свои получил, а ключи своевременно не выдает. ЖК не соответствует заявленному бизнес-классу от слова совсем.",1
Анна Глотова,2023-10-12T22:06:43+03:00,"ЖК ""Остафьево"", сентябрь 2023. Рассказывали про акции и скидки, кухня + техника + мебель+ декор в подарок. По стоимости +300 тыс. за все. Реально - обман. На изучение скинули документы, кухня и техника, мебель -...
Достоинства: Достоинства: красиво рассказывают про то, что будет
Недостатки: Недостатки: Обман",1
Sergey vostokov,2023-02-23T00:53:17+03:00,"Покупал квартиру в пригороде лесном, когда получил, отделка некачественная, очень много различных косяков, при акте приемки всё учли, что двери не закрываются, то вовсе из пазов выходят то наоборот не заходят, некорректно работают сенсоры выключения...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Го...но компашка.",1
ЗлаяВера,2024-09-22T09:29:43+03:00,"У нас квартира в ЖК Цветочные Поляны. Раньше застройщик был МИЦ-прекрасная компания, всегда и во всём шла навстречу, дольщика не бросала, косяки исправляла. Но! Пришёл Самолёт! И началось-розетка изначально не работает-зона ответственности покупателя, окно не...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Во всём",1
svvov,2024-08-29T12:01:11+03:00,"купил помещение в 2021 в Тропарево, с обещанием ключей в 2022. Сейчас 2024 но ключей даже не обещают в ближайшее время. А зачем им спешить? Деньги мои к ним ушли и торопиться не нужно. Менеджеры...
Достоинства: Достоинства: красивые обещания
Недостатки: Недостатки: прошло 2 года, ключей нет",1
prokt1991,2023-12-31T10:41:00+03:00,"Никогда не связывайтесь с этим застройщиком, все максимально убого. Просто для примеры трубы отопительные идущие прямо по стене основной комнаты покрашенные криворукими таджиками. Сюда же лифт работающий по своему графику, отсутствие теплой воды по несколько...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Весь жк целиком",1
Nasty199444,2023-10-19T17:13:42+03:00,"Приобрели в 2018 году квартиру в жк Томилино парк. Она была нашей мечтой. Делали ремонт под себя новый. В одной комнате сделали мумоизоляцию, понимая, что она будет детской комнатой. Как только сделали ремонт, заселились, заселились...
Достоинства: Достоинства: Быстро строятся дома
Недостатки: Недостатки: Жизнь с соседями",1
136mnn,2023-10-03T16:28:31+03:00,"В ноябре 2022 г в офисе застройщика ""Самолет ""меня раскрутили"" на бронирование студии, сроком на 3 месяца и суммой брони аж 50.000рублей)Изначально я сказала менеджеру, что свою квартиру я ещё не продала, на деньги которой...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Сплошной обман и развод",1
Павел212121,2023-10-01T09:09:38+03:00,"По дду должны были передать квартиру, крайняя дата вышла, ключи не передали, по телефону или письмом/смс не оповестили. На сайте яислиться информация что дом заселение, там даже отделки ещё нет. 0 баллов, оценивать...
Достоинства: Достоинства: Документы все на сайте видны
Недостатки: Недостатки: Не сдали квартиру в срок",1
iren6955,2023-09-29T14:07:42+03:00,"Хотели через компанию снять квартиру в Москве. Менеджер Денис попросту врал нам и в итоге в день подписания договора послал нас подальше, опять наврал в три короба и в итоге выставил эту квартиру дороже. Совет...
Достоинства: Достоинства: нет
Недостатки: Недостатки: Компания ""Самолет"" имеет лживых, и скользких менеджеров. Не выполняют свои договоренности.",1
Admin2023,2023-09-23T19:16:01+03:00,"Компания самолет Мисайлово Егорово парк и так далее Система одна у них Выманить у вас бабки Вы резервируйте жилье 10000рублей вносите Менеджер расказывает сказки и расписывает сто все это возвращается если вдруг будет отказ от...
Достоинства: Достоинства: Хорошая реклама
Недостатки: Недостатки: Много подводных камней",1
tagan777,2023-08-26T20:25:57+03:00,"ЖК Квартал Некрасовка. Куплена квартира с ремонтом. Дом сдан в декабре прошлого года. По договору выдача ключей до 30.09.2023, но письмо с требованием принять квартиру выслали еще в апреле 2023 г. Когда мы позвонили и...
Достоинства: Достоинства: нет вообще.
Недостатки: Недостатки: Абсолютно хамское поведение к дольщикам.",1
Аноним5510359,2023-08-11T08:23:16+03:00,"Это та компания Самолёт-Спб, которая нанимает видимо по объявлению без проверки квалификации и навыков рукожопых строителей, отделочников и др., делающих кривые стены и потолки. Оставляющих после себя торчащие куски арматуры на балконе. Геометрические показатели завалов...
Достоинства: Достоинства: Кофе-машина в офисе продаж
Недостатки: Недостатки: Работают не по СНИПам.",1
ИвСергей,2023-07-17T14:58:55+03:00,"Заключили договор на покупку новостройки. Сразу после сделки начались сюрпризы. Застройщик, не предупредив об этом заранее, выставил счет на реквизиты сторонней компании, на оплату услуг по оформлению документов на 30,000 рублей. Все доводы о том...
Достоинства: Достоинства: Вежливо общаются по телефону
Недостатки: Недостатки: Навязанные услуги. Игнорирование клиентов после сделки.",1
Татьяна 7613,2023-05-26T10:07:34+03:00,"ЖК Люберцы от Самолет 6 очередь. Опустим задержку на месяц с рассылкой писем что все готово в подобающий срок, как говорится правительство разрешило фырчим и трем к носу. Вот она долгожданная приемка... Входная дверь, по...
Достоинства: Достоинства: быстро стоят
Недостатки: Недостатки: Качество квартир, особенно инженерных систем",1
gektorrus,2024-08-14T11:50:21+03:00,"Приобретал кладовое помещение в Большом Путилково, т. к. строили дома недалеко от нашего ЖК. Срок передачи по договору до декабря 2023 года, в декабре естественно ничего не передали, обещали в течение полугода. Несколько раз перенесли...
Достоинства: Достоинства: Есть офис продаж
Недостатки: Недостатки: Не выполняют обязательства по договору",1
Ilya511,2024-05-30T12:13:02+03:00,"Приобрел две квартиры в д. Путилково у застройщика ""самолёт"", одна с ремонтом : все отваливается, ламинат с буграми, двери межкомнатные установлены не ровно, углы в ванной далеко не 90 градусов. Входная плохо со скрежетом открывается/закрывается...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Плохое качество ремонта и строительства",1
Милана158,2024-05-30T10:17:52+03:00,"Цены завышены (несмотря на то, что застройщик считается самым бюджетным) Отношение к клиентам ""на отвали"", надо самим по 100 раз писать/звонить уже закрепленному менеджеру, чтобы тебе дали консультацию или пояснили вопрос. И кроме того скрытые...
Достоинства: Достоинства: Плюсов нет
Недостатки: Недостатки: Хамское отношение к клиентам",1
Садриева1951,2023-11-22T13:29:49+03:00,"Очень пожалели, что купили квартиру от этого застройщика. Жилино- 1,1 квартал, дом4. В квартирах нет тепла. Температура+7, +10. Застройщик не принимает никаких мер, люди мёрзнут. Так что, если хотите мёрзнуть, тогда вам сюда. Вентиляции не...
Достоинства: Достоинства: Плюсов нет
Недостатки: Недостатки: Одни минусы",1
Anakin97Eng,2023-11-14T18:06:17+03:00,"На сайте samolet в процессе брони отображается неверная цена. По мере приближения сделки к завершению, цена изменяется в большую сторону, менеджером навязываются ""обязательные"" допуслуги (мебель). Сливают данные клиентов третьим лицам(На ваш номер начинают звонить займы...
Достоинства: Достоинства: надеюсь, что строят хорошо. Сделку в итоге не заключил
Недостатки: Недостатки: Неточность, переменчивость условий",1
FROLOEL,2023-11-04T09:37:38+03:00,"Пригород лесное 5-я очередь, заселение 31.05.2023, на данный момент04.11.2023, зеселен на треть и то первое заселение началось в конце июля, по факту снимают деньги с экскроу счёта, ключи не выдают, выдавали ключи без претензий, это...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Все написано вверху",1
Аноним5589718,2023-09-15T03:47:00+03:00,"Пишу исключительно для того, чтобы не оказались в моей ситуации. Предлагаю просто забыть, что есть такая компания как ""Самолет"". Не приаких обстоятельствах, чтобы не предлагал данный застройщик, не поддавайтесь. Рынок большой, есть из чего выбрать...
Достоинства: Достоинства: Бесплатное кофе а офисе продаж
Недостатки: Недостатки: Все остальное",1
Ирина 1234567890,2024-09-29T15:26:02+03:00,"Компания не выполняет обещания. Не выплачивает обещанные бонусы за покупку квартиры по рекомендации. Хорошее отношение только до покупки квартиры, после покупки дозвониться до вышестоящего руководства невозможно, обратная связь не работает, на неоднократные мои заявки перезвонить...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Неисполнение обещаний.",1
Vasy solov,2024-06-24T14:12:10+03:00,"Начало было хорошим. Перед бронированием созвонились с менеджером Тимуром, он рассказал условия их специальной программы - рассрочка. По ней мы 2 года платим по 50 тысяч, а потом входим в любую доступную нам ипотеку. Согласились...
Достоинства: Достоинства: Попробуйте отыскать, будет сложно. Все отзывы позитивные накручены
Недостатки: Недостатки: Вранье, надбавки к ценам, игнорят все уточняющие вопросы, а общаются там, где их не поймать за руку",1
versorokina2007,2024-04-09T12:29:42+03:00,"Покупали сыну квартиру в ЖК Прибрежный парк. По ДДУ обещали ключи до 30.09.2023 года, даже ещё раньше. Объяснили, что специально указывают срок больше, но сдадут раньше. Сегодня 09.04.2024 год, но ключей до сих пор нет...
Достоинства: Достоинства: квартиры с чистовой отделкой
Недостатки: Недостатки: Обоссаные углы в наших квартирах и проживание в них рабочих, срыв сроков, мораторий, наплевательское отношение к клиентам.",1
Unika160317,2023-11-09T19:12:55+03:00,"Хотели заказать комплекс услуг, поскольку ""Самолёт"" позиционирует себя как спец по услугам в комплекте. На сайте Самолёта выбираешь услуги, исполнителей и нажимаешь кнопку ""Заказать услугу"". Вроде просто и удобно. Но дальше начинается трэш. Звонят девочки...
Достоинства: Достоинства: Адреналин, для любителей экстрима. У кого масса свободного времени - сюда
Недостатки: Недостатки: Потерянное время. Совковый сервис, когда продавец мог обматерить покупателя",1
apelargonium,2023-10-03T08:59:42+03:00,"Приобретала квартиру у данного застройщика в декабре 2022г, обещали сроки сдачи март 2023г, затем перенесли на июль, после на сентябрь. Сейчас октябрь, ключи так и не выдали. Самое неприятное, что в октябре началась новая история...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Куча",1
If8547722,2024-10-25T12:12:36+03:00,"Очень низко оценили мою квартиру. Остался неприятный осадок после консультации в самолёт плюс на домодедовской в ТЦ Галерия водолей. красивая обёртка и все и название...
Достоинства: Достоинства: Красивый офис
Недостатки: Недостатки: Их куча",2
Аноним6269264,2024-09-24T15:21:59+03:00,"Добрый день, попал номер в базу обзвона самолета, совершают звонки до 10 в день, плюс сотрудники самолет, дали номер риэлтораам санк петербурга. На требование прекратить, от них все равно шли звонки...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Нет",1
zcarz,2023-09-06T20:45:46+03:00,"Приобрел квартиру в ЖК ""Марьино"", был выделен очень непрофессиональный и некомпетентный менеджер по сопровождению продаж, который не умеет общаться с покупателями, а также подготовил документы с ошибками. Мною было написана жалоба в личном кабинете, которая...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Нежелание решать самими же созданные проблемы",1
Pryanyk,2023-08-30T13:54:12+03:00,"Больше года назад приобрел квартиру в Некрасовке от гк Самолёт . В июне пришло письмо о получении ключей согласно ДДУ, но на сайте запись на получение ключей не открыта . Как выяснилось по состоянию на...
Достоинства: Достоинства: Никаких
Недостатки: Недостатки: Шаблонные ответы",1
Nikola034,2023-03-09T13:57:15+03:00,"Всем доброго времени суток, всегда видел и слышал о компании только положительные отзывы. Недавно сам решил приобрести апартаменты и тут началось. Уже неделею не можем указать точную сумму в договоре, она как-то меняется в большую...
Достоинства: Достоинства: Современный ЖК
Недостатки: Недостатки: Их очень много.",1
Dobryninaleksey,2022-01-17T19:56:31+03:00,"Здравствуйте. Меня зовут Алексей Д. Покупаю вторую квартиру в ЖК пригород лесное (вторая квартира для пожилых родителей). Подбирал покупку квартиры на самом старте продажи корпуса. Я пришёл в офис 12.01.2022 г. Выбрав квартиру с менеджером...
Достоинства: Достоинства: Не вижу
Недостатки: Недостатки: Полное неуважение к покупателям",1
Андрей Фунтов,2018-02-28T19:39:02+03:00,"Осмотр квартиры люберцы 2017, квартира с ремонтом от застройщика. Подошел срок сдачи, записался на осмотр квартиры через личный кабинет. Осмотр квартиры проходил вчера. Встретили с улыбкой, но как только мы зашли в квартиру на осмотр...
Достоинства: Достоинства: нет
Недостатки: Недостатки: ужасное отношение",1
ezh,2018-01-12T20:33:04+03:00,"Для того, чтобы купить квартиру у этой компании вам нужно будет изрядно понервничать или быть готовым к дополнительным расходам. Представьте ситуацию: вы долго выбирали на сайте квартиру, созванивались с их менеджерами-балаболами, ездили смотрели объект, готовили...
Достоинства: Достоинства: объекты пока строятся и сдаются. но это пока.
Недостатки: Недостатки: обман от менеджеров компании.",2
Shtanas,2024-07-22T09:32:40+03:00,"Купил студию в жк люберцы. Был на приемке 6 мая. Прошло 75 дней. Звонил в самолет 10 раз. Ни разу не перезвонили. Плевали они на вас после того как отдали деньги. 75 дней устраняют недостатки...
Достоинства: Достоинства: Цена. С ремонтом
Недостатки: Недостатки: Сроки не соблюдаются. Не достучаться",1
Армаан,2024-06-21T15:57:21+03:00,"Менеджер по продажам Юлия Сафино не рекомендую с ней проводить сделку, наглым образом обманывает людей, ужасный менеджер не тратьте свое...
Достоинства: Достоинства: Минус что в этой компании работает данный менеджер позор что такая компания содержит таких сотрудников
Недостатки: Недостатки: Очень большой минус",1
Конилэнд,2023-07-20T19:11:03+03:00,"Купили квартиру в ЖК Остафьево в феврале в доме второй очереди. Состояние фасадов, придомовой территории и мест общего пользования насторожило сразу, но решили пожить-посмотреть. Летом двери настежь... я такого не помню нигде в Москве. Ручку...
Достоинства: Достоинства: Почти нет
Недостатки: Недостатки: Почти все",1
faig2616,2022-11-10T16:00:30+03:00,"Вызывали из Казани по объявлении на работу в качестве отделочника, подрядчики ПАО Самолет. Я сначала поехал один, как говорится на разведку и очень разачеровалься. Обычная Московская шарага кидалово. Работал по 14-часов 4-е дня. За 4-е...
Достоинства: Достоинства: Нет.Обычный Шакалий ячейка
Недостатки: Недостатки: Сплошные.Качество жилья,красиво только с наружи,я видил как строить строители из солнечного узбекистана,за что и уехал и оставил эту работу.Жаль людей которые покупают это жилье за бешенные деньги!",1
Eeekpol11,2024-06-22T15:53:17+03:00,"Всем добрый день. Хотим предостеречь всех тех, кто хочет брать квартиру через самолет. Уже два месяца просрочки, из-за чего у нас проблемы с банком по ипотеке! По информации от прораба Ивана- квартиру затапливало с крыши...
Достоинства: Достоинства: Нет!
Недостатки: Недостатки: Плохой сервис , задержка выдачи ключей",1
Tani-99,2024-06-02T10:44:32+03:00,"Хотели преобрести квартиру у данного застройщика в ЖК ЦВЕТОЧНЫЕ ПОЛЯНЫ! В Нас уверили, что можно забронировать квартиру за 10 тыс руб на 14 дней, чтобы цена зафиксировалась за нами, а в случае, если мы передумаем...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Отношение",1
Qweiopasd1988,2024-06-01T12:44:51+03:00,"Не рекомендую данную компанию, поелбретал квартиру в пригород лесном, обманули со сдачей, даже не проинформировали, когда покупал менеджер Елизавета уверяла что сдача будет раньше срока, обманули, не рекомендую, преобретайте квартиру ку других...
Достоинства: Достоинства: Только минусы , плюсов даже не может дать , не советую, не рекомендую, поеобретайти в другом месте, со мнению знакомых которые купили в самолёте ремонт г...
Недостатки: Недостатки: Одно минусы —",1
Дмитрий 3112,2024-04-29T09:11:37+03:00,"Очень жалею что приобрел в этой компании недвижимость. Сплошное разочарование. Очень завышенные тарифы УК. Постоянно названивают и предлагают не нужные услуги ( давайте мы Вам сдадим, давайте сделаем ремонт, давайте поставим...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Отвратительная работа н а всех этапах",1
Selyanin77,2024-03-31T20:08:38+03:00,"Будьте внимательны! Не корректная работа с клиентами. Эскроу счёт обнулили в ноябре 23г., а ключи так и не выдали по состоянию на...
Достоинства: Достоинства: Хорошая работа рекламы
Недостатки: Недостатки: Не соблюдают условия договора",1
andysnow,2024-01-16T12:59:14+03:00,"приобрели квартиру в ЖК Горки Парк, обещали передать квартиру до 31 октября 2023 года, за день перенесли сроки и направили письмо о том что якобы мы договорились и обсудили сроки переноса и то что мы...
Достоинства: Достоинства: нет
Недостатки: Недостатки: в том что согласился приобрести квартиру у Самолета",1
Наталья чудо,2024-01-04T18:39:40+03:00,"Никому не советую приобретать что-то у данного застройщика, ведь все обещания так и останутся обещаниям. Начнём с Целепорт-это обман, деньги якобы зачислить неделями, на целепорт моего ""друга"" приведённого в компанию деньги так и не поступили...
Достоинства: Достоинства: Отсутствуют
Недостатки: Недостатки: Все вышеперечисленное",1
Stplastjgk,2023-12-12T11:38:49+03:00,"Соединили меня менеджеры Авито с этой компанией. Интересовал ЖК Мытищи парк. Поговорив по телефону, назначили встречу по ZOOM c презентацией поекта ЖК, т. к. я проживаю в другом регионе. На следующий день ровно в 13.00...
Достоинства: Достоинства: отсутствуют
Недостатки: Недостатки: не выходят на связь вообще, ужасная работа менеджеров!",1
Аноним1539345,2023-03-26T13:25:50+03:00,"Данная компания не выполняет своих обязательств. Ремонт ""3-"", задержки по срокам сдачи, сами дома построены из некачественных материалов, типа строят же не себе любимым. Только дайте денег, а потом идите ""лесом"". Вот и все их...
Достоинства: Достоинства: не нашел вообще, все у них плохо. Не видитесь на их стоимость.
Недостатки: Недостатки: качество материалов, сроки сдачи, отношение к клиентам, обслуживание, транспортная доступность, место расположение",1
lenavkr,2023-03-23T11:55:04+03:00,"Купила квартиру в ЖК Алхимово в 2021 году. По договору срок заселения до 28 февраля 2023 года. Поскольку сама живу не в Москве и покупала квартиру без ремонта (у меня имелась договорённость с бригадой отделочников)...
Достоинства: Достоинства: Понравился район
Недостатки: Недостатки: Жуткое отношение к клиенту после получения денежных средств",1
Аноним5239727,2023-03-16T14:50:21+03:00,"Связаться с любым специалистом в компании ГК ""Самолет"" невозможно. Ездила туда 3 раза ходила между отделом заселения и отделом продаж. Нужно было получить разрешение на уступку. Дали телефон Алены которая якобы выдает разрешения, она на...
Достоинства: Достоинства: их просто нет как только вы заплатили деньги больше с вами не общаются
Недостатки: Недостатки: плохое отношение к клиенту не возможно получить информацию и документы",1
M07062003,2023-01-30T13:03:04+03:00,"ЖК Пригород лесное. На мирное исполнение Самолетом гарантийных обязательств можно не рассчитывать. Через неделю после приемки квартиры начали отходить обои в разных местах. Отправила заявку на устранение дефектов. Назначают день и время и ... никто...
Достоинства: Достоинства: Уже нет
Недостатки: Недостатки: Перебои с электричеством, воду ужасная, машину не припаркуешь, УК хамят, звукоизоляции нет, гарантийного ремонта нет. Транспортная доступность ужасная!",1
Edgar81,2022-11-16T19:32:36+03:00,"Компания ""Самолет Девелопмент"" (Россия, Москва) редкостное зло на рынке ипотечных предложений! красивая макаронина на ухо активные зазывалы клиентов обман с % ставкой 0.01 либо 0.1 это обман нет таких ставок! это возможно при подарке банку...
Достоинства: Достоинства: красивая реклама а далее обман
Недостатки: Недостатки: далее обман с % ставкой 0.01 либо 0.1 это обман при условии подарка банку + 30% к стоимости",1
rumia2,2022-11-07T23:07:01+03:00,"Приобрели квартиру в феврале 2021года у Застройщика «Самолёт», в ДДУ срок указан был 31.08.2022г. Сегодня 7 ноября 2022года, ключи не выдают и не планируют, каждый месяц новые отговорки. То у них отделка не закончена была...
Достоинства: Достоинства: Нет у них плюсов
Недостатки: Недостатки: Одни минусы",1
Аноним4883608,2022-09-07T15:38:07+03:00,"Отношение к клиентам -профигистическое. Хочешь купить еще приходится ""бегать"" за ними. Акции такое чувство, что обман, что бы привлечь клиентов. На сайте одно, в итоге получается приходится все пересчитывать. калькулятор считает какую-то дичь, начиная с...
Достоинства: Достоинства: красивые буклеты.
Недостатки: Недостатки: дно... на клиентов пофигу",1
Наталья-К1983,2024-04-30T10:54:46+03:00,"Купили студию в ЖК ""Алхимово"" и уже 100 раз пожалели об этом. По договору ДДУ ключи должны были отдать до 30.10.2023. Сегодня 30.04.2024. Просрочка ровно 6 месяцев!!! Деньги с эскроу-счета списали еще в августе. Звоним...
Достоинства: Достоинства: их нет
Недостатки: Недостатки: их много",1
